strain	date	country	date_submitted	recency	lineage	region	host	clade_membership	author	accession	dinuc_context_fraction	GA_CT_fraction
Slovenia-MPXV-40-2022	2022-08-01	Slovenia	2022-10-11	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605581		
Slovenia-MPXV-44-2022	2022-08-01	Slovenia	2022-10-11	Older	B.1.3	Europe	Homo sapiens	IIb	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605585		
MPX/Human/USA/CA-LACPHL-MA00181/2022	2022-07-29	USA	2022-10-12	Older	B.1.3	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP615254	1.00	1.00
hMPXV/USA/NC-UNC-0004/2022	2022-08-02	USA	2022-09-20	Older	B.1.3	North America	Homo sapiens	IIb	Deanhardt,B., Miller,M., Wang,J.R.	OP480405	1.00	0.50
ANT-LDSP-ANT-MPX-23106-L	2022-08-22	Colombia	2022-09-20	Older	B.1.3	South America	Homo sapiens	IIb	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP477448	1.00	1.00
MpxV/human/USA/OH-UW-089384/2022	2022-08-01	USA	2022-09-08	Older	B.1.3	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP392534	1.00	1.00
Monkeypox/PT0031/2022	2022-05-26	Portugal	2022-06-24	Older	B.1.7	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	ON843170		
MN-MDH-MPXV_0008	2022-07-05	USA	2022-10-07	Older	B.1.7	North America	Homo sapiens	IIb	Plumb,M.R.	OP597782	0.50	0.67
MPXV-USA-IL-IDPH-045	2022-06-23	USA	2022-09-27	Older	B.1.7	North America	Homo sapiens	IIb	Gagnon,K.T.	OP536706	1.00	1.00
MPX_YhLyQX_9000266	2022-08-01	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415235	1.00	1.00
MPXV_UK_2022_9000136	2022-07-07	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205101		1.00
MPXV_UK_2022_9000143	2022-06-16	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205106		
MPXV_UK_2022_9000078	2022-06-14	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205081		
MPXV22/human/USA-OK-288	2022-09-12	USA	2022-10-11	Older	B.1.7	North America	Homo sapiens	IIb	Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.	OP604567	1.00	1.00
MPXV/Germany/2022/RKI185	2022-07-01	Germany	2022-07-19	Older	B.1.7	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP018607	1.00	1.00
MPXV_UK_2022_9000138	2022-07-06	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205103	1.00	1.00
MPXV/Germany/2022/RKI02	2022-05-31	Germany	2022-05-31	Older	B.1.7	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	ON637939	1.00	1.00
MPXV_USA_2022_VT0001	2022-07-31	USA	2022-11-23	Older	B.1.7	North America	Homo sapiens	IIb	Gigante,C., Achillies,C., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blevins,L., Li,Y.	OP881956	1.00	1.00
MPX_dTfiMV_9000200	2022-07-01	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415181		
MPXV_UK_2022_9000160	2022-07-05	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205118	0.75	1.00
MPX_Yob5K4_9000201	2022-07-26	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415182		
MPX_Yob5K4_9000202	2022-07-26	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415183		
MPXV-USA-IL-IDPH-027	2022-06-12	USA	2022-09-27	Older	B.1.7	North America	Homo sapiens	IIb	Gagnon,K.T.	OP536688	1.00	1.00
MPX_bSkpM3_9000334	2022-08-24	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415272		
MPX_ev2D41_9000352	2022-08-25	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415278		
MPXV/Germany/2022/RKI631	2022-10-02	Germany	2023-01-03	One month ago	B.1.7	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ159026	1.00	1.00
MPXV/Germany/2022/RKI495	2022-07-24	Germany	2022-10-13	Older	B.1.7	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP626133	1.00	1.00
MPXV/Germany/2022/RKI158	2022-07-24	Germany	2022-07-11	Older	B.1.7	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON959172		
MPX_vSkiJH_9000281	2022-08-31	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415243	0.75	1.00
NICD-SVPL223	2022-06-20	South Africa	2022-07-26	Older	B.1.7	Africa	Homo sapiens	IIb	Chan,W.Y., Mtshali,S., Grobbelaar,A., Moolla,N., Mohale,T., Lowe,M., Du Plessis,M., Ismail,A., Weyer,J.	ON918611		
NICD-SVPL232	2022-06-24	South Africa	2022-07-26	Older	B.1.7	Africa	Homo sapiens	IIb	Chan,W.Y., Mtshali,P.S., Grobbelaar,A., Moolla,N., Mohale,T., Lowe,M., Du Plessis,M., Ismail,A., Weyer,J.	ON927248		
Monkeypox/MX-UANL001/2022	2022-06-28	Mexico	2022-07-04	Older	B.1.7	North America	Homo sapiens	IIb	Galan-Huerta,K.A., Paz-Infanzon,M., Ruiz-Higareda,A.F., Nuzzolo-Shihadeh,L., Camacho-Ortiz,A., Bocanegra-Ibarias,P., Rivas-Estilla,A.M., Zacarias-Villarreal,D., Yamallel-Ortega,L.A., Guerrero-Putz,M.D., Ocampo-Candiani,J.	ON911481	1.00	0.67
MPXV/Germany/2022/RKI187	2022-08-02	Germany	2022-08-17	Older	B.1.7	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP215230	1.00	1.00
MPXV_UK_2022_9000065	2022-06-06	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205071		
MPXV/Germany/2022/RKI537	2022-06-30	Germany	2022-10-25	Older	B.1.7	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP715817	1.00	1.00
MPXV/Germany/2022/RKI361	2022-09-01	Germany	2022-09-21	Older	B.1.7	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP484682	1.00	1.00
MPX_2v76E1_9000221	2022-07-22	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415197	1.00	1.00
MPX_cmjxZM_9000205	2022-06-01	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415186		
MPXV_UK_2022_9000093	2022-05-30	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205084	1.00	1.00
MPXV_UK_2022_9000130	2022-07-05	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205097	0.50	1.00
MPX_12DvO8_9000251	2022-08-02	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415222	0.50	1.00
MPX_K1dQNt_9000223	2022-07-01	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415199		
MPXV_UK_2022_9000148	2022-06-14	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205111	1.00	1.00
MPXV_UK_2022_9000131	2022-07-05	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205098	1.00	1.00
PatientMPXV	2022-06-10	France	2022-08-23	Older	B.1.7	Europe	Homo sapiens	IIb	Seang,S., Burrel,S., Todesco,E., Leducq,V., Monsel,G., Le Pluart,D., Cordevant,C., Pourcher,V., Palich,R., Charpentier,C.	OP204840	1.00	1.00
MPX_KJ3uDD_9000210	2022-06-30	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415190	1.00	1.00
MPX/PT0124/2022	2022-07-14	Portugal	2022-08-17	Older	B.1.7	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP245357	1.00	1.00
Monkeypox/PT0313/2022	2022-06-03	Portugal	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414346		
Monkeypox/PT0379/2022	2022-07-06	Portugal	2022-09-30	Older	B.1.7	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555475		
Monkeypox/PT0216/2022	2022-06-24	Portugal	2022-08-29	Older	B.1.7	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324526	1.00	1.00
hMPXV/USA/NC-UNC-0020/2022	2022-08-30	USA	2022-09-20	Older	B.1.7	North America	Homo sapiens	IIb	Deanhardt,B., Miller,M., Wang,J.R.	OP480419	0.67	0.60
MPXV_UK_2022_9000134	2022-07-04	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205100		
PrEV_case_2	2022-10-02	Belgium	2022-10-27	Older	B.1.7	Europe	Homo sapiens	IIb	Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K.	OP727822	1.00	1.00
MPXV_UK_2022_9000133	2022-07-05	United Kingdom	2022-08-11	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205099	1.00	1.00
MpxV/human/CAN/UN-NML-4112/2022	2022-06-30	Canada	2022-08-23	Older	B.1.7	North America	Homo sapiens	IIb	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279036		
MPXV_USA_2022_DC0010	2022-06-30	USA	2022-09-06	Older	B.1.7	North America	Homo sapiens	IIb	Gigante,C.M., Hauser,J.R., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Mangla,A., Li,Y.	OP378695		
MPXV/Human/USA/CA-LACPHL-MA00361/2022	2022-10-31	USA	2022-11-30	Older	B.1.7	North America	Homo sapiens	IIb	Hemarajata,P., Green,N.M., Garrigues,J.	OP920699	1.00	1.00
MPX_42KDT6_9000240	2022-07-27	United Kingdom	2022-09-12	Older	B.1.7	Europe	Homo sapiens	IIb	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415214	1.00	1.00
MPXV/Germany/2022/RKI030	2022-06-01	Germany	2022-06-14	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755236		
MPXV/Germany/2022/RKI023	2022-05-31	Germany	2022-06-07	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	ON694332		
MPXV/Germany/2022/ON/RKI671	2022-05-31	Germany	2023-01-24	1-2 days ago	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ274890		1.00
MPXV/Germany/2022/ON/RKI654	2022-08-01	Germany	2023-01-03	One month ago	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ159049	0.50	1.00
MPXV_USA_2022_OR0003	2022-06-01	USA	2022-11-01	Older	B.1.1	North America	Homo sapiens	IIb	Gigante,C.M., Cogswell,K., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Morrison,S.S., Desch,M., Knipe,K., Weigand,M.R., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Grenz,L., Li,Y.	OP752114		
MPXV/Germany/2022/RKI076	2022-06-01	Germany	2022-06-27	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	ON853653		
MPXV/Germany/2022/RKI014	2022-05-12	Germany	2022-06-07	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON694340		
DC_INS_MPX_1009_L	2022-09-19	Colombia	2022-11-16	Older	B.1.1	South America	Homo sapiens	IIb	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP837475	1.00	1.00
MPXV/Germany/2022/RKI065	2022-06-01	Germany	2022-06-22	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON813265		
MPXV-USA-IL-IDPH-028	2022-06-13	USA	2022-09-27	Older	B.1.1	North America	Homo sapiens	IIb	Gagnon,K.T.	OP536689		
hMpxV/UK/LMO-031a/2022	2022-07-08	United Kingdom	2022-09-08	Older	B.1.1	Europe	Homo sapiens	IIb	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390196	1.00	0.33
MPXV/Germany/2022/RKI234	2022-08-01	Germany	2022-08-17	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	OP215223		
hMPXV-IHU00011	2022-07-19	France	2022-09-07	Older	B.1.1	Europe	Homo sapiens	IIb	Colson,P.	OP382488	1.00	1.00
hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022	2022-06-02	Switzerland	2022-06-17	Older	B.1.1	Europe	Homo sapiens	IIb	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	ON792321		
hMpxV/USA/ID-IBL-843375/2022	2022-08-05	USA	2022-09-07	Older	B.1.1	North America	Homo sapiens	IIb	Ceniseros,A.	OP381207	1.00	0.33
MPXV/Germany/2022/RKI020	2022-05-31	Germany	2022-06-07	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON694337	1.00	1.00
MPXV/Germany/2022/RKI108	2022-07-01	Germany	2022-07-06	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929066		
hMPXV-IHU00002	2022-07-01	France	2022-09-07	Older	B.1.1	Europe	Homo sapiens	IIb	Colson,P.	OP382479		
MPXV/Germany/2022/RKI022	2022-05-12	Germany	2022-06-07	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	ON694333		
MPXV/Germany/2022/RKI025	2022-05-12	Germany	2022-06-07	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	ON694329		
MpxV/human/USA/WA-UW-076773/2022	2022-07-01	USA	2022-08-09	Older	B.1.1	North America	Homo sapiens	IIb	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP184763		
MPXV/Germany/2022/RKI017	2022-05-12	Germany	2022-06-07	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON694338		
MPXV_USA_2022_NY005	2022-06-28	USA	2022-07-11	Older	B.1.1	North America	Homo sapiens	IIb	Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	ON959136	0.50	1.00
Monkeypox/PT0564/2022	2022-09-05	Portugal	2022-09-30	Older	B.1.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555635	1.00	1.00
MPXV/Germany/2022/ON/RKI452	2022-09-25	Germany	2022-10-12	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP615331		
MPXV/Germany/2022/ON/RKI465	2022-09-25	Germany	2022-10-12	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP615329		
MPXV/Germany/2022/ON/RKI456	2022-09-25	Germany	2022-10-12	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP615330		
Monkeypox/PT0592/2022	2022-09-14	Portugal	2022-09-30	Older	B.1.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555659	0.80	1.00
MPXV/Germany/2022/RKI477	2022-07-01	Germany	2022-10-13	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP626115		
MPX/PT0076/2022	2022-07-23	Portugal	2022-08-17	Older	B.1.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP245330		
Monkeypox/PT0474/2022	2022-08-08	Portugal	2022-09-30	Older	B.1.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555553	1.00	1.00
Monkeypox/PT0377/2022	2022-07-06	Portugal	2022-09-30	Older	B.1.1	Europe	Homo sapiens	IIb	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555473		
MPXV/Germany/2022/RKI086	2022-06-30	Germany	2022-06-27	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON853668	1.00	1.00
MPXV/Germany/2022/RKI106	2022-07-22	Germany	2022-07-06	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929064	1.00	1.00
MPXV-ROK-P3-2022	2022-11-14	South Korea	2023-01-22	3-7 days ago	B.1.1	Asia	Homo sapiens	IIb	Rhie,G.-e.	OQ261694		
MPXV/Germany/2022/RKI021	2022-05-30	Germany	2022-06-07	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	ON694334		
MPXV/Germany/2022/ON/RKI596	2022-08-01	Germany	2022-11-21	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP863246		
MPXV-ROK-P1-2022	2022-08-01	South Korea	2022-08-16	Older	B.1.1	Asia	Homo sapiens	IIb	Rhie,G.-E.	OP204857		1.00
MPXV/Germany/2022/RKI535	2022-06-30	Germany	2022-10-25	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP715815	1.00	1.00
MPXV/Germany/2022/ON/RKI672	2022-05-15	Germany	2023-01-24	1-2 days ago	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OQ274891		
MPXV/Germany/2022/RKI205	2022-08-31	Germany	2022-08-17	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP215242	1.00	1.00
MPXV/Germany/2022/RKI397	2022-09-01	Germany	2022-09-26	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP523996		
MPXV/Germany/2022/RKI051	2022-06-01	Germany	2022-06-22	Older	B.1.1	Europe	Homo sapiens	IIb	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Pfaefflin,F., Schaade,L., Nitsche,A.	ON813251		
